"forms_id","unit_id","gloss_id","gloss","form","source"
10255,5305,20,"word","δīǰīc",2
10308,5350,20,"word","δust",2
10317,5359,20,"word","δust-x̌ac",2
10336,5375,20,"word","δůɣ",2
10338,5377,20,"word","δůɣak",2
10341,5380,20,"word","δůɣov",2
10342,5381,20,"word","δůɣ-xux̌pā",2
10348,5387,20,"word","θêwnak",2
10350,5389,20,"word","θīk-θīk",2
10362,5401,20,"word","θīr-šap",2
10366,5403,20,"word","θow",2
10368,5405,20,"word","θod",2
10392,5419,20,"word","elůn",2
10393,5419,20,"word","ālůn",2
10412,5433,20,"word","ečā",2
10413,5433,20,"word","yečā",2
10427,5444,20,"word","žar-žar",2
10431,5448,20,"word","žāšzor",2
10435,5452,20,"word","žebīǰak",2
10447,5461,20,"word","žiwalast",2
10448,5461,20,"word","žiwaltast",2
10471,5480,20,"word","žilbuq-bozi",2
10475,5484,20,"word","žilɣūnd",2
10480,5488,20,"word","žindam",2
10482,5490,20,"word","žindameʒ",2
10492,5499,20,"word","žiniǰ-rīvd",2
10496,5502,20,"word","žīv",2
10497,5503,20,"word","žīv-bun",2
10501,5507,20,"word","žīz",2
10511,5514,20,"word","žīr",2
10529,5529,20,"word","žīrδůx̌c",2
10530,5529,20,"word","žīrδůx̌č",2
10531,5529,20,"word","žīrδůvǰ",2
10551,5540,20,"word","žowak",2
10559,5546,20,"word","žoziʒ",2
10560,5546,20,"word","žoziʒak",2
10564,5550,20,"word","žurnāl",2
10567,5553,20,"word","žurni",2
10581,5566,20,"word","zabůn",2
10593,5578,20,"word","zabůnšinosi",2
10604,5587,20,"word","zay",2
10610,5592,20,"word","zakat",2
10616,5598,20,"word","zakūm",2
10617,5598,20,"word","zakūn",2
10629,5606,20,"word","zalūl",2
10630,5606,20,"word","zarūr",2
10632,5608,20,"word","zalūliyat",2
10633,5608,20,"word","zarūriyat",2
10638,5612,20,"word","zamīnkan",2
10639,5612,20,"word","zamīnaki",2
10648,5619,20,"word","zamůnā",2
10649,5619,20,"word","zamūnā",2
10665,5629,20,"word","zangal-aqob",2
10675,5637,20,"word","zanozani",2
10680,5641,20,"word","zanǰabīl",2
10682,5643,20,"word","zar",2
10690,5651,20,"word","zarvax̌",2
10691,5651,20,"word","zirvax̌",2
10701,5661,20,"word","zarda-dārδ",2
10702,5662,20,"word","zardak",2
10703,5663,20,"word","zardakeʒ",2
10705,5665,20,"word","zardā",2
10706,5666,20,"word","zard-parwīn",2
10709,5669,20,"word","zar-zari",2
10710,5669,20,"word","zari",2
10728,5682,20,"word","zarčūvā",2
10729,5683,20,"word","zarɣůl",2
10734,5685,20,"word","zastāv",2
10737,5688,20,"word","zaxmak",2
10740,5691,20,"word","zaxmi",2
10754,5702,20,"word","zā",2
10774,5713,20,"word","zādůn",2
10791,5729,20,"word","zāraqā",2
10792,5730,20,"word","zārā",2
10795,5733,20,"word","zār-morā",2
10798,5736,20,"word","zāf",2
10803,5740,20,"word","zeb",2
10816,5753,20,"word","zerā",2
10831,5768,20,"word","zibīncak",2
10835,5772,20,"word","zibodak",2
10843,5778,20,"word","zibo-tanā",2
10844,5779,20,"word","zibo-seri",2
10845,5779,20,"word","zibo-ser",2
10847,5781,20,"word","zibo-ǰox̌t",2
10848,5782,20,"word","ziv",2
10851,5785,20,"word","zivadax",2
10858,5792,20,"word","ziv-boduri",2
10861,5795,20,"word","ziv-darozi",2
10873,5807,20,"word","ziwor",2
10881,5814,20,"word","zidūɣ̌",2
10883,5814,20,"word","ziduɣ̌",2
10887,5816,20,"word","zidůn",2
10923,5846,20,"word","zimistůn",2
10924,5846,20,"word","zamistůn",2
10926,5848,20,"word","zimc",2
10938,5851,20,"word","zingůn",2
10942,5854,20,"word","zinda-buc",2
10944,5856,20,"word","zindagi",2
10954,5866,20,"word","zinda-ǰidogi",2
10967,5876,20,"word","zirāv",2
10976,5884,20,"word","zirič",2
10983,5889,20,"word","ziroat",2
10984,5889,20,"word","zirohat",2
10992,5894,20,"word","zix̌ti",2
10998,5900,20,"word","ziɣer",2
11007,5909,20,"word","zīl",2
11031,5925,20,"word","zīrd-gīl",2
11032,5925,20,"word","zīr-gīl",2
11037,5929,20,"word","zīrdi",2
11039,5931,20,"word","zīrdosk",2
11045,5934,20,"word","zīrd-ǰuɣ̌āk",2
11046,5934,20,"word","zīr-ǰuɣ̌āk",2
11049,5935,20,"word","zīrd-ǰūɣ̌",2
11050,5935,20,"word","zīr-ǰūɣ̌",2
11074,5955,20,"word","zorδ",2
11091,5968,20,"word","zoɣ",2
11092,5969,20,"word","zoɣ",2
11098,5974,20,"word","zulmi",2
11105,5981,20,"word","ziɣům",2
11110,5984,20,"word","zūdi",2
11124,5998,20,"word","zūɣ̌",2
11170,6023,20,"word","ibolgat",2
11171,6023,20,"word","ubolgat",2
11193,6038,20,"word","idorā",2
11194,6038,20,"word","yidorā",2
11208,6051,20,"word","iyūl",2
11209,6052,20,"word","iyūn",2
11221,6060,20,"word","ikoyat",2
11222,6060,20,"word","akoyat",2
11223,6060,20,"word","yikoyat",2
11238,6068,20,"word","illagari",2
11239,6068,20,"word","ilagari",2
11240,6068,20,"word","yillagari",2
11241,6068,20,"word","yilagari",2
11270,6088,20,"word","ilhům",2
11271,6088,20,"word","ilům",2
11272,6088,20,"word","yilhům",2
11273,6088,20,"word","yilům",2
11275,6090,20,"word","imdod",2
11276,6090,20,"word","amdod",2
11278,6092,20,"word","imkůniyat",2
11279,6092,20,"word","inkůniyat",2
11280,6092,20,"word","amkůniyat",2
11289,6099,20,"word","imtihůn",2
11290,6099,20,"word","imtiůn",2
11291,6099,20,"word","intihůn",2
11292,6099,20,"word","intiůn",2
11328,6122,20,"word","inkišof",2
11334,6127,20,"word","insof",2
11335,6127,20,"word","yinsof",2
11343,6134,20,"word","insůniyat",2
11348,6139,20,"word","intizům",2
11366,6155,20,"word","inšo",2
11372,6157,20,"word","inqilob",2
11386,6164,20,"word","iotā",2
11387,6164,20,"word","ihotā",2
11388,6164,20,"word","yihotā",2
11389,6164,20,"word","yiotā",2
11408,6175,20,"word","islo",2
11414,6181,20,"word","isob",2
11415,6181,20,"word","asob",2
11416,6181,20,"word","yisob",2
11418,6183,20,"word","isobot",2
11419,6183,20,"word","asobot",2
11420,6183,20,"word","yisobot",2
11436,6193,20,"word","istirohat",2
11437,6193,20,"word","istiroat",2
11439,6195,20,"word","istismor",2
11445,6201,20,"word","istiqůmat",2
11448,6204,20,"word","istol",2
11449,6204,20,"word","sitol",2
11450,6205,20,"word","istūl",2
11451,6205,20,"word","sitūl",2
11518,6259,20,"word","išqilip-bozi",2
11534,6271,20,"word","iǰozat-δêd",2
11535,6272,20,"word","iǰozat-zêx̌t",2
11601,6318,20,"word","yak-kax̌",2
11602,6318,20,"word","ya-kax̌",2
11638,6348,20,"word","yaktā",2
11639,6348,20,"word","aktā",2
11640,6348,20,"word","yaktāyi",2
11641,6348,20,"word","aktāyi",2
11648,6355,20,"word","yakšambi",2
11733,6391,20,"word","yaxni",2
11735,6393,20,"word","yaxšak",2
11738,6396,20,"word","yaɣʒā",2
11756,6411,20,"word","yāxbozi",2
11757,6412,20,"word","yāxdůn",2
11758,6412,20,"word","yaxdůn",2
11768,6418,20,"word","yed",2
11795,6422,20,"word","yed-vīɣ̌ʒeǰ",2
11796,6423,20,"word","yed-gāl",2
11800,6425,20,"word","yel",2
11803,6428,20,"word","yelak",2
11804,6429,20,"word","yelbůn",2
11805,6430,20,"word","yelgak",2
11806,6431,20,"word","yel-garδent",2
11810,6435,20,"word","yel-gāx̌t",2
11814,6439,20,"word","yeloq",2
11818,6442,20,"word","yel-xāvd",2
11832,6453,20,"word","yenak",2
11968,6545,20,"word","yow",2
11969,6545,20,"word","yow-aθ",2
11970,6546,20,"word","yowagi",2
11993,6563,20,"word","yodowari",2
11998,6568,20,"word","yol",2
12014,6582,20,"word","yormandi",2
12017,6585,20,"word","yoc",2
12032,6599,20,"word","yoši",2
12054,6617,20,"word","yuɣak",2
12055,6617,20,"word","yuɣak-δorg",2
12081,6637,20,"word","yūɣ̌n",2
12083,6639,20,"word","yūɣ̌ʒ",2
12144,6656,20,"word","kabāǰak",2
12152,6663,20,"word","kabūt-zulfā",2
12153,6663,20,"word","kabūt-sulfā",2
12154,6664,20,"word","kabūt-čoy",2
12155,6665,20,"word","kavār",2
12156,6666,20,"word","kawg",2
12158,6668,20,"word","kawg-bozi",2
12159,6669,20,"word","kawok",2
12160,6669,20,"word","kowok",2
12162,6671,20,"word","kawoki",2
12163,6671,20,"word","kowoki",2
12164,6672,20,"word","kawsar",2
12168,6676,20,"word","kazlik",2
12194,6699,20,"word","kalayi-dast",2
12195,6699,20,"word","kallayi-dast",2
12213,6714,20,"word","kala-xůnak",2
12226,6725,20,"word","kalīmā",2
12249,6747,20,"word","kaltačayeǰ",2
12250,6747,20,"word","kaltačawori",2
12251,6747,20,"word","kaltačawor",2
12252,6748,20,"word","kaltačā",2
12267,6760,20,"word","kalůnxeri",2
12286,6770,20,"word","kamand",2
12295,6777,20,"word","kamar",2
12299,6781,20,"word","kamarband",2
12320,6795,20,"word","kambaxt-buc",2
12324,6799,20,"word","kambaɣal-buc",2
12325,6800,20,"word","kambaɣali",2
12340,6809,20,"word","kambūk",2
12343,6812,20,"word","kamwox̌i",2
12352,6819,20,"word","kamgūx̌ti",2
12361,6826,20,"word","kamzamīni",2
12362,6827,20,"word","kamzāragi",2
12364,6829,20,"word","kamzūl",2
12365,6829,20,"word","kamzūr",2
12366,6830,20,"word","kamzūleǰ",2
12367,6830,20,"word","kamzūreǰ",2
12397,6854,20,"word","kamodami",2
12403,6860,20,"word","kamol",2
12409,6865,20,"word","kampazīturi",2
12410,6865,20,"word","kůmpazīturi",2
12420,6871,20,"word","kampīr",2
12424,6875,20,"word","kampīri",2
12459,6897,20,"word","kamůn",2
12463,6900,20,"word","kamfāmi",2
12468,6904,20,"word","kamxarǰi",2
12469,6904,20,"word","kamxarči",2
12483,6917,20,"word","kamšumori",2
12484,6917,20,"word","kamšimori",2
12486,6919,20,"word","kamɣayrati",2
12496,6925,20,"word","kamhosili",2
12497,6925,20,"word","kamosili",2
12502,6927,20,"word","kamhunari",2
12503,6927,20,"word","kamunari",2
12504,6927,20,"word","kamhanari",2
12505,6927,20,"word","kamanari",2
12513,6933,20,"word","kanāb",2
12524,6943,20,"word","kangīnā",2
12525,6944,20,"word","kangūrā",2
12533,6950,20,"word","kandor-kānd",2
12569,6971,20,"word","kančani",2
12575,6976,20,"word","kanǰorā",2
12576,6976,20,"word","kinǰorā",2
12585,6983,20,"word","kapol",2
12590,6986,20,"word","kapur",2
12591,6986,20,"word","kappur",2
12599,6994,20,"word","karagaf",2
12600,6995,20,"word","karagās",2
12601,6995,20,"word","karagas",2
12602,6995,20,"word","karagāz",2
12605,6998,20,"word","karam",2
12610,7003,20,"word","karam-x̌arvo",2
12621,7012,20,"word","kargas",2
12626,7015,20,"word","karθapaki",2
12670,7047,20,"word","kasalxůnā",2
12685,7058,20,"word","kastarūl",2
12686,7058,20,"word","kastirūl",2
12702,7068,20,"word","katagi",2
12704,7070,20,"word","kata-gīl",2
12705,7071,20,"word","kataksalak",2
12737,7097,20,"word","kafbůng",2
12738,7097,20,"word","kafbůn",2
12739,7098,20,"word","kafgīr",2
12742,7101,20,"word","kafīli",2
12748,7107,20,"word","kafx̌el",2
12749,7107,20,"word","kafx̌er",2
12754,7111,20,"word","kafči-sīzd",2
12761,7117,20,"word","kaxoy",2
12764,7118,20,"word","kaxoy-bačā",2
12769,7122,20,"word","kaxoyingi",2
12779,7130,20,"word","kax̌gā",2
12780,7130,20,"word","kax̌tgā",2
12781,7131,20,"word","kax̌ix̌",2
12782,7131,20,"word","kašiš",2
12789,7138,20,"word","kax̌ol-kori",2
12802,7147,20,"word","kax̌č",2
12803,7148,20,"word","kačak",2
12804,7149,20,"word","kačalok",2
12809,7153,20,"word","kašan",2
12817,7161,20,"word","kaɣ̌ak",2
12820,7164,20,"word","kaɣ̌i",2
12845,7183,20,"word","kāgānd",2
12868,7189,20,"word","kādůn",2
12873,7193,20,"word","kāl",2
12875,7195,20,"word","kālak",2
12880,7199,20,"word","kāl-bůndak",2
12888,7205,20,"word","kāl-zinêd",2
12901,7215,20,"word","kāl-xāvǰi",2
12902,7216,20,"word","kāl-xêx̌t",2
12903,7217,20,"word","kāl-xêx̌tak",2
12905,7219,20,"word","kāl-čārvdůn",2
12916,7227,20,"word","kāndič",2
12931,7237,20,"word","kāfč",2
12938,7243,20,"word","kāš",2
12939,7244,20,"word","kāɣ̌-ziv",2
12948,7248,20,"word","kemā",2
12956,7255,20,"word","ketman",2
12959,7258,20,"word","kex̌",2
12978,7271,20,"word","kid",2
12980,7273,20,"word","kid-vīnak",2
12986,7279,20,"word","kizuri",2
12991,7282,20,"word","kiland",2
12992,7282,20,"word","kaland",2
13015,7300,20,"word","kilex̌cak",2
13016,7301,20,"word","kili",2
13021,7305,20,"word","kilo",2
13022,7306,20,"word","kilobuc",2
13023,7307,20,"word","kilo-dūδ",2
13025,7309,20,"word","kiloyeʒ",2
13027,7311,20,"word","kilo-mūn",2
13043,7324,20,"word","kilůl-būrǰ",2
13044,7325,20,"word","kilůx",2
13046,7327,20,"word","kilůxak",2
13049,7330,20,"word","kimxo",2
13069,7334,20,"word","kinor",2
13071,7336,20,"word","kinorā",2
13085,7347,20,"word","kirān",2
13115,7370,20,"word","kiryopč",2
13118,7373,20,"word","kirmak",2
13121,7376,20,"word","kirmi-dil",2
13125,7380,20,"word","kirokax̌i",2
13136,7386,20,"word","kirūx̌-ʒow",2
13138,7388,20,"word","kisipč",2
13139,7389,20,"word","kislatā",2
13140,7389,20,"word","kīslatā",2
13141,7390,20,"word","kitenak",2
13142,7391,20,"word","kitob",2
13153,7400,20,"word","kitob-x̌êyt",2
13155,7402,20,"word","kitobčā",2
13166,7412,20,"word","kix̌êpc",2
13171,7417,20,"word","kix̌tīn",2
13173,7418,20,"word","kix̌tīnak",2
13179,7420,20,"word","kix̌tībůni",2
13180,7420,20,"word","kix̌tīnbůni",2
13195,7433,20,"word","kiškůlak",2
13196,7433,20,"word","kiškůlbic",2
13197,7433,20,"word","kiškůlbicak",2
13207,7440,20,"word","kīk",2
13209,7442,20,"word","kīl",2
13223,7454,20,"word","kīna-palês",2
13224,7454,20,"word","kīna-palêsak",2
13225,7454,20,"word","kůna-palês",2
13226,7454,20,"word","kůna-palêsak",2
13245,7468,20,"word","kītil",2
13246,7469,20,"word","kītileǰ",2
13254,7475,20,"word","koz",2
13267,7487,20,"word","kolā",2
13271,7491,20,"word","kor",2
13274,7494,20,"word","koraftodagi",2
13302,7517,20,"word","kortūs",2
13311,7523,20,"word","kor-čīd",2
13317,7529,20,"word","kosā",2
13333,7542,20,"word","kofirak",2
13334,7542,20,"word","kofarak",2
13335,7543,20,"word","kofir-bêrʒ",2
13336,7543,20,"word","kofar-bêrʒ",2
13337,7543,20,"word","kofir-pêrʒ",2
13338,7544,20,"word","kofir-žāš",2
13339,7545,20,"word","koč",2
13340,7545,20,"word","kaloč",2
13341,7546,20,"word","koči",2
13343,7548,20,"word","kočorak",2
13359,7558,20,"word","kudbůni",2
13368,7567,20,"word","kud-kālak",2
13369,7567,20,"word","kud-gālak",2
13373,7571,20,"word","kuzā",2
13385,7581,20,"word","kulki",2
13397,7588,20,"word","kulfat",2
13399,7590,20,"word","kulča-buc",2
13400,7591,20,"word","kulčayeǰ",2
13403,7593,20,"word","kulča-mūn",2
13418,7606,20,"word","kundā",2
13429,7617,20,"word","kunǰkowi",2
13430,7618,20,"word","kunǰorā",2
13431,7618,20,"word","kanǰorā",2
13433,7620,20,"word","kura-bic",2
13436,7623,20,"word","kurast",2
13439,7626,20,"word","kurā",2
13440,7626,20,"word","kurrā",2
13441,7627,20,"word","kurδ",2
13442,7628,20,"word","kurδak",2
13443,7629,20,"word","kur-kur",2
13445,7631,20,"word","kurob",2
13447,7633,20,"word","kurpačā",2
13449,7635,20,"word","kurtawor",2
13450,7635,20,"word","kurtawori",2
13453,7638,20,"word","kurtī",2
13454,7638,20,"word","kurti",2
13455,7639,20,"word","kurtīyeǰ",2
13456,7639,20,"word","kurtiyeǰ",2
13473,7652,20,"word","kurci",2
13474,7652,20,"word","karci",2
13484,7659,20,"word","kutal",2
13490,7665,20,"word","kuti",2
13491,7665,20,"word","kati",2
13511,7681,20,"word","kux̌m",2
13518,7687,20,"word","kux̌čivīr",2
13520,7687,20,"word","gux̌čivīr",2
13523,7690,20,"word","kučalā",2
13540,7705,20,"word","kūdakůn",2
13543,7708,20,"word","kūdak-čīx̌t",2
13548,7713,20,"word","kūyi-rux",2
13550,7715,20,"word","kūyistůn",2
13553,7717,20,"word","kūkbiθ",2
13554,7717,20,"word","kůkbiθ",2
13555,7718,20,"word","kūknor",2
13560,7722,20,"word","kūnok",2
13562,7724,20,"word","kūnparak",2
13570,7732,20,"word","kūrirāng",2
13575,7735,20,"word","kūsa-kawg",2
13576,7735,20,"word","kūsa-zarīʒ",2
13581,7740,20,"word","kūtoyi",2
13588,7746,20,"word","kūx̌ix̌",2
13607,7760,20,"word","kůl-bīg",2
13608,7760,20,"word","kůr-bīg",2
13609,7760,20,"word","kilůl-bīg",2
13623,7771,20,"word","kůmrůni",2
13633,7780,20,"word","kůr-bêrʒ",2
13644,7789,20,"word","kůrdūd",2
13645,7789,20,"word","kůr-δud",2
13650,7794,20,"word","kůrmol",2
13654,7798,20,"word","kůrpit",2
13662,7803,20,"word","kůrcup",2
13663,7804,20,"word","kůrʒirak",2
13672,7813,20,"word","kůɣ̌ʒak",2
13693,7829,20,"word","lawāk",2
13696,7831,20,"word","lawāk-būrǰ",2
13701,7833,20,"word","lawāk-čīd",2
13703,7834,20,"word","lawārs",2
13708,7837,20,"word","lagan",2
13709,7837,20,"word","lagand",2
13710,7838,20,"word","lagandak",2
13712,7840,20,"word","lagand-bic",2
13719,7846,20,"word","lay",2
13730,7855,20,"word","laylī",2
13733,7858,20,"word","lakak",2
13738,7862,20,"word","lalāyik",2
13751,7871,20,"word","lanʒi",2
13762,7882,20,"word","lafkā",2
13781,7899,20,"word","lašak",2
13782,7900,20,"word","lašak-wox̌",2
13794,7911,20,"word","laqwagi",2
13795,7911,20,"word","laqwagari",2
13801,7917,20,"word","laqīʒak",2
13803,7919,20,"word","laǰům",2
13809,7925,20,"word","lāk-pāk",2
13810,7926,20,"word","lāl",2
13811,7927,20,"word","lālm",2
13820,7934,20,"word","lāfč",2
13822,7936,20,"word","lāš",2
13826,7940,20,"word","lāq",2
13838,7951,20,"word","lelg",2
13840,7953,20,"word","lemol",2
13841,7954,20,"word","lemolak",2
13844,7957,20,"word","lesak",2
13847,7960,20,"word","lef",2
13850,7962,20,"word","lex̌ak",2
13851,7963,20,"word","lex̌ā",2
13859,7971,20,"word","lêq",2
13860,7971,20,"word","loq",2
13861,7971,20,"word","luq",2
13863,7973,20,"word","lêqak",2
13864,7974,20,"word","libos",2
13865,7974,20,"word","lubos",2
13894,7994,20,"word","lix̌odur",2
13895,7995,20,"word","lix̌ox̌oǰ",2
13896,7996,20,"word","lišm",2
13905,8003,20,"word","līl",2
13906,8004,20,"word","līl-zinêd",2
13908,8006,20,"word","līl-xêx̌t",2
13909,8007,20,"word","līng",2
13932,8024,20,"word","lozumi",2
13935,8026,20,"word","loy",2
13946,8035,20,"word","lok-δêd",2
13960,8046,20,"word","losak-wox̌",2
13964,8049,20,"word","lof",2
13968,8053,20,"word","lof-δêdak",2
13989,8073,20,"word","loǰwar",2
13994,8075,20,"word","luk",2
14008,8087,20,"word","lungiyeǰ",2
14017,8093,20,"word","lunǰ",2
14061,8132,20,"word","lůng",2
14075,8140,20,"word","mawsum",2
14076,8140,20,"word","mawsim",2
14080,8143,20,"word","mawǰ",2
14099,8162,20,"word","mado",2
14100,8162,20,"word","maddo",2
14110,8170,20,"word","maδor-zox̌t",2
14111,8171,20,"word","maδori",2
14125,8184,20,"word","mazā",2
14131,8189,20,"word","mazdūri",2
14132,8190,20,"word","mazīnā",2
14151,8202,20,"word","mazor",2
14168,8218,20,"word","mayli",2
14174,8224,20,"word","makintoš",2
14181,8229,20,"word","makri",2
14186,8234,20,"word","maktūb",2
14190,8238,20,"word","malax",2
14204,8247,20,"word","malol",2
14224,8257,20,"word","mamlakat",2
14225,8257,20,"word","mumlakat",2
14240,8267,20,"word","manyor",2
14243,8270,20,"word","mansab",2
14248,8275,20,"word","manʒil",2
14252,8278,20,"word","maraz",2
14262,8287,20,"word","margimūš",2
14274,8297,20,"word","mardum",2
14281,8302,20,"word","markāb",2
14282,8302,20,"word","markab",2
14287,8303,20,"word","markābak",2
14288,8303,20,"word","markabak",2
14303,8310,20,"word","marod",2
14304,8310,20,"word","murod",2
14308,8314,20,"word","marůbāt",2
14309,8314,20,"word","marůbbāt",2
14312,8317,20,"word","marůd",2
14314,8319,20,"word","marx̌and",2
14316,8321,20,"word","marɣovi",2
14322,8327,20,"word","marǰůn",2
14323,8328,20,"word","masal",2
14327,8330,20,"word","masalā",2
14334,8337,20,"word","masofā",2
14335,8337,20,"word","masofat",2
14338,8340,20,"word","mastak",2
14339,8341,20,"word","masti",2
14347,8349,20,"word","masqarabozi",2
14351,8353,20,"word","matal",2
14352,8353,20,"word","matalā",2
14375,8372,20,"word","maxtā",2
14386,8379,20,"word","max̌",2
14389,8380,20,"word","max̌ak",2
14390,8381,20,"word","max̌ak",2
14391,8382,20,"word","max̌ak-čoy",2
14392,8383,20,"word","max̌-boǰ",2
14393,8384,20,"word","max̌-wox̌",2
14400,8386,20,"word","max̌eʒ",2
14408,8391,20,"word","max̌orǰ",2
14421,8401,20,"word","mašq",2
14425,8404,20,"word","mašǰit",2
14426,8404,20,"word","masǰit",2
14436,8411,20,"word","maɣ̌",2
14440,8413,20,"word","maɣ̌-wox̌ak",2
14442,8414,20,"word","maɣ̌-dūδak",2
14443,8414,20,"word","maɣ̌-dūδ",2
14454,8421,20,"word","maqolā",2
14455,8422,20,"word","maqsad",2
14458,8425,20,"word","maǰbūri",2
14459,8426,20,"word","maǰlis",2
14460,8426,20,"word","melis",2
14471,8433,20,"word","mābūbā",2
14472,8434,20,"word","māwīǰ",2
14473,8435,20,"word","māw-māw",2
14488,8447,20,"word","māk",2
14491,8450,20,"word","mākamā",2
14492,8451,20,"word","māla-buc",2
14513,8459,20,"word","mālūmot",2
14544,8481,20,"word","mārūzā",2
14558,8494,20,"word","mātob",2
14559,8495,20,"word","mātob-x̌āb",2
14560,8496,20,"word","māɣʒ",2
14568,8502,20,"word","mewagi",2
14571,8505,20,"word","mewiʒ",2
14572,8506,20,"word","mewiʒak",2
14576,8510,20,"word","medůn",2
14579,8512,20,"word","meθ",2
14598,8524,20,"word","mezakdůn",2
14624,8532,20,"word","memůnxůnā",2
14625,8532,20,"word","mêmůnxůnā",2
14626,8532,20,"word","mêmūnxůnā",2
14631,8537,20,"word","metirkā",2
14632,8538,20,"word","metīn",2
14676,8573,20,"word","mêx-ǰand",2
14687,8580,20,"word","miδenā",2
14692,8584,20,"word","miyend",2
14697,8587,20,"word","miyůn",2
14703,8592,20,"word","miyůna-ǰoy",2
14704,8593,20,"word","miyůnā",2
14709,8597,20,"word","milāxt",2
14723,8607,20,"word","millat",2
14724,8607,20,"word","milat",2
14727,8609,20,"word","millatčigi",2
14728,8609,20,"word","milatčigi",2
14729,8610,20,"word","millo",2
14730,8610,20,"word","milo",2
14731,8610,20,"word","mullo",2
14732,8610,20,"word","mulo",2
14753,8622,20,"word","minamiyot",2
14754,8623,20,"word","mindêʒak",2
14775,8637,20,"word","mis",2
14776,8638,20,"word","misgari",2
14780,8641,20,"word","mis-dek",2
14784,8645,20,"word","miskīn",2
14786,8647,20,"word","misol",2
14804,8662,20,"word","mišk",2
14808,8666,20,"word","mišk-nêʒ",2
14809,8666,20,"word","miš-nêʒ",2
14835,8678,20,"word","miqům",2
14848,8686,20,"word","mīδ",2
14856,8693,20,"word","mīna",2
14857,8693,20,"word","mīn",2
14862,8698,20,"word","mīrmūšůn",2
14866,8701,20,"word","mīrosxuri",2
14868,8703,20,"word","mīroxuri",2
14871,8706,20,"word","mīsk",2
14873,8706,20,"word","mêst",2
14877,8708,20,"word","mo",2
14883,8713,20,"word","mowini",2
14884,8713,20,"word","muowini",2
14898,8725,20,"word","moddā",2
14899,8725,20,"word","modā",2
14908,8734,20,"word","mozn",2
14910,8736,20,"word","moyi",2
14929,8752,20,"word","mol-δīwd",2
14930,8753,20,"word","mol-ziwêst",2
14932,8755,20,"word","mollā",2
14933,8755,20,"word","molā",2
14934,8756,20,"word","mollā",2
14935,8756,20,"word","molā",2
14945,8765,20,"word","mopili",2
14964,8783,20,"word","mox̌",2
14965,8784,20,"word","mox̌ā",2
14969,8788,20,"word","močā",2
14970,8788,20,"word","močak",2
14993,8799,20,"word","muallimi",2
14994,8799,20,"word","mualimi",2
14995,8799,20,"word","molimi",2
15006,8807,20,"word","mubo",2
15034,8828,20,"word","mudīri",2
15036,8830,20,"word","mudofiyā",2
15041,8834,20,"word","mužāg-wox̌",2
15043,8836,20,"word","muzafari",2
15059,8850,20,"word","mul",2
15064,8854,20,"word","muloiǰā",2
15065,8854,20,"word","muoliǰā",2
15066,8854,20,"word","moliǰā",2
15070,8857,20,"word","mumfaat",2
15071,8857,20,"word","mumfat",2
15072,8857,20,"word","munfaāt",2
15073,8857,20,"word","munfāt",2
15074,8857,20,"word","mamfaāt",2
15075,8857,20,"word","mamfāt",2
15076,8857,20,"word","manfāt",2
15077,8857,20,"word","manfat",2
15078,8857,20,"word","manfiyat",2
15081,8860,20,"word","munbār",2
15082,8860,20,"word","mumbār",2
15083,8860,20,"word","munbar",2
15084,8860,20,"word","mumbar",2
15098,8870,20,"word","munoǰot",2
15102,8873,20,"word","munsiki",2
15109,8880,20,"word","munčari",2
15127,8893,20,"word","murδa-xůnā",2
15131,8897,20,"word","murδori",2
15146,8910,20,"word","muslāt",2
15147,8910,20,"word","muslaat",2
15148,8910,20,"word","muslahat",2
15149,8910,20,"word","maslāt",2
15169,8925,20,"word","musulmůni",2
15171,8926,20,"word","mut",2
15175,8930,20,"word","mutak",2
15176,8931,20,"word","mutak",2
15181,8934,20,"word","mutki-būrǰ",2
15198,8947,20,"word","mux",2
15203,8952,20,"word","muxolifkā",2
15210,8959,20,"word","muxči",2
15211,8959,20,"word","maxči",2
15214,8961,20,"word","mux̌k-bůy",2
15215,8961,20,"word","mušk-bůy",2
15219,8965,20,"word","mux̌kilot",2
15260,8997,20,"word","mūydaxoyůna",2
15278,9011,20,"word","mūn",2
15280,9012,20,"word","mūn-bicak",2
15281,9012,20,"word","mūn-bic",2
15298,9023,20,"word","mūrʒak",2
15299,9023,20,"word","mūrcak",2
15306,9025,20,"word","mūrč",2
15322,9036,20,"word","můrax̌",2
15345,9052,20,"word","nāng",2
15346,9052,20,"word","nahang",2
15360,9063,20,"word","nawā",2
15361,9063,20,"word","nawyā",2
15362,9063,20,"word","nawhā",2
15365,9066,20,"word","nawbunagi",2
15375,9074,20,"word","nawyāli",2
15381,9079,20,"word","nawnuhol",2
15382,9079,20,"word","nawnuol",2
15383,9079,20,"word","nawnahol",2
15384,9079,20,"word","nawnaol",2
15395,9088,20,"word","nawrūz",2
15397,9090,20,"word","nawx̌ikand",2
15398,9090,20,"word","nawx̌ikan",2
15420,9110,20,"word","nazdīki",2
15450,9134,20,"word","nalogak",2
15458,9140,20,"word","namad",2
15462,9144,20,"word","namak",2
15465,9147,20,"word","namakdůn",2
15468,9150,20,"word","namakov",2
15498,9169,20,"word","namūnā",2
15505,9175,20,"word","naraki",2
15506,9175,20,"word","nīraki",2
15508,9177,20,"word","narvůnd",2
